name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
NISSAN Versa,2012,948360,109000 km,Petrol,Dealer,Automatic,First Owner
HYUNDAI Sonata,2016,1317204,255591 km,LPG,Individual,Automatic,Fourth & Above Owner
TOYOTA Prius,2013,1290828,130000 km,Hybrid,Dealer,Automatic,Third Owner
BMW X5,2015,302988,201056 km,Diesel,Dealer,Automatic,Fourth & Above Owner
CHEVROLET Cruze,2014,1264452,74222 km,Petrol,Dealer,Tiptronic,First Owner
FORD Fusion,2011,1053696,49669 km,Hybrid,Individual,Automatic,Second Owner
TOYOTA Prius,2010,1343496,118000 km,Hybrid,Dealer,Tiptronic,First Owner
CHEVROLET Cruze LT,2017,1224972,62971 km,Petrol,Individual,Automatic,Fourth & Above Owner
FORD Fusion,2016,1238160,93000 km,Petrol,Individual,Tiptronic,First Owner
HYUNDAI Sonata,2015,1844052,91200 km,Petrol,Dealer,Tiptronic,First Owner
OPEL Astra G,2002,526848,270000 km,Diesel,Dealer,Manual,Second Owner
AUDI A4,2006,632268,278173 km,Petrol,Dealer,Tiptronic,Fourth & Above Owner
FORD Focus,2015,961548,94600 km,Petrol,Individual,Tiptronic,First Owner
HYUNDAI Sonata,2011,1181796,162095 km,Petrol,Dealer,Automatic,First Owner
HYUNDAI Sonata,2012,46116,246450 km,Hybrid,Individual,Automatic,Second Owner
JAGUAR F-type,2015,6552,24984 km,Petrol,Individual,Automatic,Third Owner
TOYOTA CHR,2018,65856,25850 km,Petrol,Dealer,Automatic,Fourth & Above Owner
MITSUBISHI Grandis,2006,1185492,131000 km,Petrol,Dealer,Tiptronic,Third Owner
MERCEDES-BENZ E 350,2013,487368,107800 km,Diesel,Individual,Automatic,Third Owner
CHEVROLET Cruze,2010,576912,47221 km,Diesel,Individual,Automatic,Second Owner
HONDA Insight,2013,72408,143597 km,Hybrid,Individual,Automatic,Second Owner
HYUNDAI Sonata,2014,158088,247835 km,Hybrid,Dealer,Automatic,Fourth & Above Owner
TOYOTA Highlander,2010,408324,264877 km,Hybrid,Individual,Automatic,Third Owner
HYUNDAI Elantra,2011,1702344,94910 km,Petrol,Dealer,Automatic,First Owner
TOYOTA Prius,2010,974736,154000 km,Hybrid,Individual,Automatic,Third Owner
TOYOTA Highlander,2010,474180,345405 km,Hybrid,Individual,Automatic,Second Owner
CHEVROLET Cruze,2011,1080072,178000 km,Petrol,Dealer,Automatic,First Owner
MERCEDES-BENZ Vito,2004,790272,555555 km,Diesel,Individual,Manual,First Owner
BMW 528,2012,1791384,150000 km,Petrol,Dealer,Tiptronic,Second Owner
HYUNDAI Genesis,2010,1371468,95510 km,Petrol,Dealer,Automatic,First Owner
MERCEDES-BENZ E 430,1999,790272,333333 km,Petrol,Individual,Automatic,Third Owner
TOYOTA Camry,2012,1633296,167360 km,Petrol,Dealer,Tiptronic,Second Owner
CHEVROLET Volt,2014,72408,133195 km,Hybrid,Dealer,Automatic,Fourth & Above Owner
HYUNDAI Sonata,2018,5838168,75938 km,Petrol,Individual,Automatic,Second Owner
HYUNDAI Santa FE,2014,3253908,132756 km,Diesel,Dealer,Automatic,Fourth & Above Owner
HONDA FIT S,2010,987840,138000 km,Petrol,Dealer,Automatic,Fourth & Above Owner
HONDA Inspire,2003,684936,149000 km,Petrol,Dealer,Tiptronic,Second Owner
FORD Transit,1995,798000,150000 km,Diesel,Individual,Manual,Second Owner
LINCOLN Town Car,2005,2555280,72000 km,Petrol,Dealer,Automatic,Fourth & Above Owner
NISSAN Juke,2013,605892,312118 km,Petrol,Individual,Automatic,Fourth & Above Owner
LEXUS HS 250h,2011,39480,0 km,Hybrid,Individual,Automatic,First Owner
TOYOTA Prius,2013,3360,150400 km,Hybrid,Dealer,Automatic,Second Owner
MERCEDES-BENZ E 350,2009,118524,266061 km,Diesel,Dealer,Automatic,Second Owner
HONDA FIT,2014,1119552,58000 km,Hybrid,Dealer,Automatic,First Owner
CHEVROLET Orlando,2015,1541064,31880 km,LPG,Individual,Automatic,Second Owner
MERCEDES-BENZ E 200,1988,711228,1000 km,Petrol,Dealer,Manual,First Owner
LEXUS RX 450,2010,421512,167222 km,Hybrid,Dealer,Automatic,First Owner
LAND ROVER Land Rover Sport,2014,9615312,126000 km,Diesel,Dealer,Automatic,Second Owner
HYUNDAI H1,2011,1130136,85226 km,Diesel,Dealer,Automatic,Third Owner
MERCEDES-BENZ CLS 500,2005,1712340,230000 km,Petrol,Dealer,Tiptronic,Fourth & Above Owner
MERCEDES-BENZ C 250,2014,138264,121699 km,Petrol,Individual,Automatic,Second Owner
TOYOTA Venza,2013,381948,186349 km,Petrol,Individual,Automatic,Third Owner
TOYOTA Tundra,2014,276612,0 km,Petrol,Dealer,Automatic,First Owner
HYUNDAI Elantra,2011,1702344,125062 km,Petrol,Dealer,Automatic,Third Owner
SSANGYONG REXTON,2013,2943612,110190 km,Diesel,Dealer,Automatic,Second Owner
MITSUBISHI RVR,2012,1092000,139000 km,Petrol,Dealer,Automatic,Second Owner
KIA Sportage,2007,394884,58497 km,Diesel,Individual,Automatic,Third Owner
MERCEDES-BENZ E 350,2009,289800,109139 km,Diesel,Dealer,Automatic,Second Owner
TOYOTA Prius,2013,1633296,97386 km,Hybrid,Individual,Variator,Fourth & Above Owner
FORD Escape,2011,26376,130306 km,Hybrid,Individual,Automatic,Third Owner
OPEL Vectra,1999,684936,266342 km,Petrol,Dealer,Manual,First Owner
TOYOTA Aqua,2013,1448916,50000 km,Hybrid,Individual,Variator,Third Owner
CHRYSLER Town and Country,2008,1185492,272000 km,Petrol,Individual,Tiptronic,Third Owner
SUBARU Forester,2000,658560,148000 km,Plug-in Hybrid,Individual,Automatic,Third Owner
HYUNDAI H1,2011,1567440,55248 km,Diesel,Individual,Automatic,Third Owner
VOLKSWAGEN Jetta,2012,921984,76000 km,Petrol,Dealer,Tiptronic,First Owner
MERCEDES-BENZ GL 550,2014,803460,98466 km,Petrol,Dealer,Automatic,First Owner
LEXUS GX 460,2010,1317204,275240 km,Petrol,Individual,Automatic,First Owner
HYUNDAI Elantra,2010,1556604,111280 km,Petrol,Dealer,Automatic,Third Owner
MERCEDES-BENZ E 350,2009,421512,109139 km,Diesel,Dealer,Automatic,Fourth & Above Owner
TOYOTA Land Cruiser Prado,2014,6322344,90000 km,Diesel,Dealer,Manual,Fourth & Above Owner
SUBARU Forester,2012,46116,148213 km,Petrol,Dealer,Automatic,First Owner
HYUNDAI Sonata,2014,974736,357150 km,LPG,Dealer,Automatic,Fourth & Above Owner
CHEVROLET Impala,2019,289800,18438 km,Petrol,Individual,Automatic,Fourth & Above Owner
OPEL Astra,1999,500556,258000 km,Petrol,Dealer,Manual,Fourth & Above Owner
BMW 530,2005,921984,2200 km,LPG,Dealer,Tiptronic,Fourth & Above Owner
TOYOTA RAV 4,2013,2772000,90000 km,Petrol,Dealer,Automatic,Fourth & Above Owner
MERCEDES-BENZ E 350,2009,118524,266061 km,Diesel,Dealer,Automatic,Second Owner
HYUNDAI Santa FE,2002,869316,1000 km,LPG,Individual,Tiptronic,First Owner
MERCEDES-BENZ E 350,2012,52668,318285 km,Diesel,Individual,Automatic,Third Owner
SUBARU XV LIMITED,2013,737604,77777 km,Petrol,Individual,Variator,Fourth & Above Owner
OPEL Vectra,1998,378000,214000 km,Petrol,Individual,Automatic,Second Owner
HYUNDAI Sonata,2014,843024,319850 km,LPG,Dealer,Automatic,Third Owner
HYUNDAI Santa FE,2016,3364788,176927 km,Diesel,Individual,Automatic,Second Owner
CHEVROLET Captiva,2007,366156,57438 km,Diesel,Dealer,Automatic,Fourth & Above Owner
TOYOTA Prius C,2013,1633296,114000 km,Hybrid,Dealer,Automatic,Fourth & Above Owner
MAZDA Premacy,2005,263424,170000 km,Petrol,Dealer,Automatic,Fourth & Above Owner
TESLA Model X,2018,4531044,81907 km,Petrol,Dealer,Automatic,Fourth & Above Owner
SSANGYONG Actyon,2016,3339000,72000 km,Diesel,Dealer,Automatic,Third Owner
MAZDA CX-7,2011,32928,183728 km,Petrol,Individual,Automatic,Third Owner
FORD Transit,1995,869316,327389 km,Diesel,Individual,Manual,Second Owner
TOYOTA Camry,2012,2766036,68000 km,Hybrid,Individual,Automatic,First Owner
HYUNDAI Santa FE,2011,2205420,142000 km,Diesel,Individual,Automatic,Fourth & Above Owner
TOYOTA Prius,2008,1238160,193000 km,Hybrid,Dealer,Automatic,Second Owner
BMW X5,2008,1765008,145000 km,Petrol,Individual,Tiptronic,Second Owner
HYUNDAI Elantra,2015,2322936,109000 km,Petrol,Dealer,Automatic,Second Owner
MERCEDES-BENZ E 350,2012,2107476,291200 km,Petrol,Individual,Tiptronic,Fourth & Above Owner
MINI Cooper,2004,750792,12800 km,Petrol,Dealer,Tiptronic,Fourth & Above Owner
TOYOTA Ist,2005,869316,135000 km,Petrol,Dealer,Automatic,Second Owner
TOYOTA Prius,2012,1738632,181600 km,Hybrid,Individual,Variator,Fourth & Above Owner
TOYOTA RAV 4,2016,32928,125675 km,Petrol,Dealer,Automatic,Second Owner
MERCEDES-BENZ R 350,2011,605892,174101 km,Diesel,Dealer,Automatic,Third Owner
CHEVROLET Orlando,2012,1680420,163000 km,Diesel,Individual,Automatic,Fourth & Above Owner
HYUNDAI Sonata,2016,1791384,112161 km,Petrol,Dealer,Automatic,Third Owner
VOLKSWAGEN Jetta,2012,52668,188603 km,Diesel,Individual,Automatic,First Owner
BMW 135,2010,243684,108826 km,Petrol,Individual,Automatic,Fourth & Above Owner
HYUNDAI Elantra,2018,2766036,54865 km,Petrol,Individual,Automatic,First Owner
SSANGYONG Actyon,2011,1507128,122918 km,Diesel,Dealer,Automatic,Second Owner
MITSUBISHI Outlander,2003,895692,156000 km,Petrol,Dealer,Tiptronic,Fourth & Above Owner
DAEWOO Lacetti,2009,592704,52020 km,Petrol,Dealer,Automatic,Fourth & Above Owner
MERCEDES-BENZ E 200,1994,658560,368268 km,Petrol,Individual,Manual,Fourth & Above Owner
MERCEDES-BENZ ML 350,2014,138264,0 km,Diesel,Dealer,Automatic,First Owner
TOYOTA Camry,2018,487368,54786 km,Petrol,Individual,Automatic,First Owner
FORD Fusion,2013,342468,320554 km,Hybrid,Individual,Automatic,Second Owner
LEXUS RX 350,2013,5268648,73000 km,Petrol,Dealer,Tiptronic,Third Owner
HYUNDAI Sonata,2016,421512,71218 km,Hybrid,Individual,Automatic,Third Owner
VOLKSWAGEN Passat,2012,1554252,68000 km,Petrol,Dealer,Automatic,First Owner
DAEWOO Lacetti,2010,655704,81709 km,Petrol,Dealer,Automatic,Fourth & Above Owner
MERCEDES-BENZ E 240,2002,1027404,189000 km,CNG,Dealer,Tiptronic,Third Owner
LEXUS RX 450,2010,1198596,186005 km,Hybrid,Dealer,Automatic,Third Owner
KIA Cadenza,2011,1548960,110823 km,Petrol,Dealer,Automatic,First Owner
FORD Mustang,2011,1791384,58000 km,Petrol,Individual,Tiptronic,Second Owner
TOYOTA Camry,2012,1975764,145600 km,Petrol,Individual,Automatic,First Owner
OPEL Zafira,2006,843024,188570 km,Diesel,Individual,Automatic,First Owner
MERCEDES-BENZ ML 350,2011,171192,186542 km,Petrol,Dealer,Automatic,Fourth & Above Owner
TOYOTA Aqua,2012,974736,174000 km,Hybrid,Dealer,Automatic,First Owner
TOYOTA Corolla S,2016,1448916,128788 km,Petrol,Dealer,Automatic,Fourth & Above Owner
HYUNDAI Tucson,2008,1317204,194286 km,Petrol,Individual,Manual,Second Owner
MERCEDES-BENZ E 350,2010,26376,274771 km,Petrol,Dealer,Automatic,Fourth & Above Owner
CHEVROLET Volt,2014,2423568,35000 km,Plug-in Hybrid,Individual,Automatic,Second Owner
TOYOTA Tacoma,2013,1606920,57554 km,Petrol,Individual,Automatic,Second Owner
LEXUS GX 470,2013,4583712,202651 km,Petrol,Dealer,Automatic,Second Owner
BMW X5,2013,4346664,124800 km,Diesel,Dealer,Automatic,First Owner
TOYOTA Prius,2010,1185492,0 km,Hybrid,Individual,Automatic,Fourth & Above Owner
CHEVROLET Traverse,2010,1317204,200000 km,Petrol,Dealer,Automatic,Third Owner
HYUNDAI Tucson,2017,4215456,31220 km,Diesel,Individual,Automatic,First Owner
MITSUBISHI Outlander,2014,1580628,136000 km,Petrol,Dealer,Tiptronic,Second Owner
LEXUS CT 200h,2011,59304,116869 km,Hybrid,Dealer,Automatic,Third Owner
MAZDA Demio,2005,474180,293940 km,Petrol,Individual,Manual,First Owner
AUDI A4,2017,85596,110051 km,Petrol,Dealer,Automatic,Third Owner
OPEL Vectra,1997,355656,0 km,Petrol,Individual,Manual,Second Owner
VOLKSWAGEN Jetta GLI,2012,1386000,139555 km,Petrol,Dealer,Manual,Third Owner
LEXUS GX 470,2008,23688,218126 km,Petrol,Individual,Automatic,Third Owner
FORD Transit Connect,2014,1132740,176000 km,Diesel,Individual,Manual,Second Owner
CHEVROLET Cruze,2019,250236,78771 km,Petrol,Dealer,Automatic,Third Owner
HYUNDAI Accent,2015,1368276,112360 km,Diesel,Individual,Automatic,First Owner
TOYOTA Prius,2010,1053696,260000 km,Hybrid,Dealer,Automatic,Third Owner
TOYOTA Prius,2011,5040,178000 km,Hybrid,Dealer,Automatic,Fourth & Above Owner
MERCEDES-BENZ ML 350 4 MATIC,2012,4267620,144000 km,Petrol,Dealer,Tiptronic,First Owner
NISSAN Juke,2012,737604,167405 km,Petrol,Individual,Automatic,Third Owner
CHEVROLET Volt,2012,52668,188419 km,Hybrid,Individual,Automatic,Fourth & Above Owner
MERCEDES-BENZ CLK 55 AMG,2003,2370900,240000 km,Petrol,Dealer,Tiptronic,Fourth & Above Owner
MERCEDES-BENZ E 350,2012,2587200,890000 km,Petrol,Dealer,Tiptronic,Fourth & Above Owner
SSANGYONG Korando,2012,1952076,155255 km,Diesel,Individual,Automatic,Third Owner
FORD Fiesta,2010,1053696,153600 km,Petrol,Dealer,Automatic,Second Owner
HYUNDAI Elantra,2014,1312416,164649 km,Petrol,Dealer,Automatic,Fourth & Above Owner
VOLKSWAGEN Jetta,2014,131712,82392 km,Diesel,Individual,Automatic,Second Owner
NISSAN Note,2005,620928,117000 km,Petrol,Dealer,Variator,First Owner
MAZDA CX-5,2013,1264452,91000 km,Petrol,Individual,Tiptronic,Second Owner
NISSAN Juke,2014,65856,158280 km,Petrol,Dealer,Automatic,Second Owner
HYUNDAI Sonata,2013,751548,52857 km,LPG,Individual,Automatic,Second Owner
AUDI Q5,2013,1738632,261160 km,Hybrid,Dealer,Automatic,Second Owner
FORD Taurus,2017,4913580,44534 km,Petrol,Dealer,Automatic,Second Owner
SUZUKI Kizashi,2010,1264452,92000 km,Petrol,Individual,Manual,First Owner
MERCEDES-BENZ ML 350,2010,2686992,124000 km,Petrol,Dealer,Tiptronic,First Owner
SUBARU XV,2015,1633296,250005 km,Petrol,Individual,Automatic,Second Owner
MERCEDES-BENZ C 220,2006,1475208,300000 km,Diesel,Dealer,Automatic,Second Owner
MERCEDES-BENZ E 350,2014,18480,95987 km,Diesel,Individual,Automatic,Fourth & Above Owner
CHEVROLET Malibu,2013,2039772,106048 km,Petrol,Individual,Automatic,First Owner
TOYOTA Camry,2011,15792,201578 km,Petrol,Individual,Automatic,Third Owner
TOYOTA Highlander,2008,2423568,215000 km,Hybrid,Individual,Tiptronic,First Owner
HYUNDAI H1,2011,1831620,55622 km,Diesel,Dealer,Automatic,Third Owner
HYUNDAI Sonata,2016,948360,363661 km,LPG,Dealer,Automatic,Fourth & Above Owner
HYUNDAI H1,2009,1408344,162332 km,Diesel,Individual,Automatic,Second Owner
TOYOTA Prius,2014,1633296,125000 km,Hybrid,Individual,Automatic,Fourth & Above Owner
LEXUS GX 470,2005,3161172,336000 km,LPG,Individual,Automatic,Second Owner
FORD Escape,2013,98784,241638 km,Petrol,Dealer,Automatic,First Owner
FORD Transit,2007,1317204,168000 km,Diesel,Dealer,Manual,Second Owner
HYUNDAI Elantra,2013,1001028,31691 km,Petrol,Dealer,Automatic,Third Owner
TOYOTA Land Cruiser Prado,2002,2239188,27000 km,Diesel,Dealer,Manual,Third Owner
MERCEDES-BENZ A 140,2004,684936,167000 km,Petrol,Individual,Automatic,Fourth & Above Owner
RENAULT Laguna,2002,184380,25000 km,Petrol,Individual,Tiptronic,First Owner
HYUNDAI Sonata,2015,777168,571115 km,LPG,Individual,Automatic,Third Owner
LEXUS RX 350,2011,289800,253174 km,Petrol,Dealer,Automatic,Fourth & Above Owner
HYUNDAI Elantra,2018,2598204,35798 km,Petrol,Dealer,Automatic,First Owner
HYUNDAI Elantra,2018,3057684,71551 km,Petrol,Dealer,Automatic,First Owner
HYUNDAI Santa FE,2016,4569012,101671 km,Diesel,Individual,Automatic,Fourth & Above Owner
SSANGYONG REXTON,2016,3709944,115193 km,Diesel,Individual,Automatic,Third Owner
MERCEDES-BENZ E 350,2014,26376,149486 km,Diesel,Dealer,Automatic,Third Owner
TOYOTA Prius,2010,1317204,128000 km,Hybrid,Individual,Automatic,Fourth & Above Owner
BMW 328,2016,3951528,32000 km,Petrol,Dealer,Tiptronic,Third Owner
HYUNDAI Elantra,2013,1630944,186234 km,LPG,Dealer,Automatic,Fourth & Above Owner
HONDA FIT,2014,869316,130000 km,Hybrid,Individual,Automatic,Third Owner
LEXUS HS 250h,2010,1949388,79000 km,Petrol,Dealer,Automatic,Third Owner
LEXUS CT 200h,2012,52668,192683 km,Hybrid,Individual,Automatic,Fourth & Above Owner
HYUNDAI Sonata,2015,1053696,432994 km,LPG,Dealer,Automatic,Fourth & Above Owner
DAIHATSU YRV,2002,342468,120000 km,Petrol,Individual,Manual,Third Owner
MERCEDES-BENZ E 200,2011,16800,11111 km,CNG,Individual,Manual,Fourth & Above Owner
NISSAN Altima,2016,204120,142469 km,Petrol,Individual,Automatic,Third Owner
MITSUBISHI Colt,2003,513660,0 km,Petrol,Dealer,Automatic,Second Owner
HYUNDAI Sonata,2013,671748,440555 km,LPG,Dealer,Automatic,First Owner
HYUNDAI Elantra,2014,2149644,120000 km,Petrol,Individual,Automatic,First Owner
MERCEDES-BENZ E 350,2010,26376,274771 km,Petrol,Individual,Automatic,Third Owner
HYUNDAI Sonata,2015,777168,431626 km,LPG,Dealer,Automatic,First Owner
HYUNDAI Sonata,2014,711228,679836 km,LPG,Dealer,Automatic,Third Owner
SUBARU Forester,2000,526848,200000 km,CNG,Dealer,Automatic,Fourth & Above Owner
TOYOTA Camry,2012,1415400,168436 km,Petrol,Individual,Tiptronic,Second Owner
CADILLAC Allante,2019,1606920,41198 km,Petrol,Dealer,Automatic,First Owner
TOYOTA Ist,2002,737604,117000 km,Petrol,Dealer,Automatic,First Owner
MITSUBISHI Outlander,2011,1685964,123000 km,Petrol,Individual,Automatic,Fourth & Above Owner
KIA Sportage,2020,698124,17466 km,Petrol,Dealer,Automatic,Second Owner
TOYOTA Camry,2013,2370900,100000 km,Hybrid,Dealer,Tiptronic,Second Owner
KIA Optima,2012,1317204,102000 km,Petrol,Dealer,Automatic,Second Owner
MERCEDES-BENZ C 230,2006,1185492,180833 km,Petrol,Individual,Tiptronic,Fourth & Above Owner
HYUNDAI Sonata,2016,276612,189104 km,Petrol,Individual,Automatic,First Owner
HYUNDAI Sonata,2016,1369872,510225 km,LPG,Individual,Automatic,First Owner
OPEL Combo 2001,2001,546000,236424 km,Diesel,Individual,Manual,Second Owner
HYUNDAI Sonata,2015,1290828,50366 km,LPG,Individual,Automatic,Fourth & Above Owner
MERCEDES-BENZ E 350,2011,26376,132630 km,Diesel,Individual,Automatic,Fourth & Above Owner
HYUNDAI H1,2016,3518424,104697 km,Diesel,Individual,Automatic,Fourth & Above Owner
MERCEDES-BENZ S 500,2000,658560,276396 km,Petrol,Dealer,Tiptronic,Second Owner
MERCEDES-BENZ E 350,2016,131712,77205 km,Diesel,Dealer,Automatic,Fourth & Above Owner
HYUNDAI Elantra,2017,276612,137997 km,Petrol,Individual,Automatic,Second Owner
FORD Taurus,2011,1993656,75010 km,Petrol,Dealer,Automatic,Second Owner
HYUNDAI Santa FE,2010,1064784,229757 km,Diesel,Dealer,Automatic,Second Owner
FORD Fusion,2014,1448916,92525 km,Petrol,Individual,Automatic,Third Owner
TOYOTA Tacoma,2013,18480,239342 km,Petrol,Dealer,Automatic,Second Owner
FORD Escape,2008,111972,349288 km,Hybrid,Dealer,Automatic,Fourth & Above Owner
BMW 540 I,1995,3951528,173000 km,Petrol,Dealer,Manual,Third Owner
CHEVROLET Captiva,2015,1968624,72645 km,Diesel,Dealer,Automatic,First Owner
FORD Fusion phev,2013,2081100,177600 km,Plug-in Hybrid,Dealer,Automatic,First Owner
TOYOTA Prius,2007,763980,175000 km,Hybrid,Individual,Variator,Fourth & Above Owner
TOYOTA Camry,2012,1765008,101000 km,Petrol,Individual,Tiptronic,Fourth & Above Owner
FORD Escape,2012,1501584,135000 km,Petrol,Individual,Automatic,Fourth & Above Owner
TOYOTA Camry,2014,1975764,74000 km,Petrol,Dealer,Automatic,Fourth & Above Owner
NISSAN Note,2008,658560,161468 km,Petrol,Individual,Variator,Third Owner
SUBARU Legacy,2005,869316,147000 km,Petrol,Dealer,Tiptronic,Fourth & Above Owner
MERCEDES-BENZ E 350,2012,408324,128202 km,Diesel,Dealer,Automatic,Second Owner
HYUNDAI Santa FE,2013,3582684,88000 km,Petrol,Dealer,Tiptronic,First Owner
SUBARU Forester,2015,1080072,93170 km,Petrol,Dealer,Automatic,Fourth & Above Owner
BMW X6,2011,39480,135800 km,Petrol,Individual,Automatic,Second Owner
TOYOTA Highlander,2010,1198596,300366 km,Hybrid,Individual,Automatic,Fourth & Above Owner
TOYOTA Camry,2013,1211784,131400 km,Hybrid,Dealer,Automatic,Second Owner
FIAT 500 Abarth,2013,1606920,98000 km,Petrol,Individual,Manual,Third Owner
TOYOTA Prius,2009,1422540,148000 km,Hybrid,Dealer,Automatic,First Owner
TOYOTA Auris,2015,1738632,78000 km,Petrol,Individual,Manual,First Owner
HYUNDAI Santa FE,2010,1554000,142427 km,Diesel,Individual,Automatic,Third Owner
BMW 650,2015,263424,60709 km,Petrol,Dealer,Automatic,Second Owner
FORD Fiesta,2011,72408,175198 km,Petrol,Individual,Automatic,Fourth & Above Owner
OPEL Astra,1998,336000,20400 km,Petrol,Dealer,Manual,Second Owner
VOLKSWAGEN Jetta,2015,39480,117006 km,Petrol,Individual,Automatic,First Owner
HYUNDAI Elantra,2012,1527876,121918 km,Petrol,Dealer,Tiptronic,Third Owner
TOYOTA Prius,2014,65856,0 km,Hybrid,Dealer,Automatic,Third Owner
TOYOTA Camry,2016,46116,117453 km,Petrol,Individual,Automatic,Second Owner
CHEVROLET Malibu,2014,1264452,38714 km,Diesel,Individual,Automatic,Second Owner
MERCEDES-BENZ CLA 250,2016,46116,50552 km,Petrol,Dealer,Automatic,Third Owner
BMW 320,2013,2377200,150000 km,Petrol,Individual,Tiptronic,First Owner
GAZ 24 10,1984,63000,86632 km,Petrol,Individual,Manual,Fourth & Above Owner
MITSUBISHI L 200,1998,1422540,0 km,Diesel,Dealer,Manual,Fourth & Above Owner
FORD Explorer,2017,6629028,111416 km,Petrol,Dealer,Automatic,Second Owner
HYUNDAI Elantra,2012,1630944,79534 km,Petrol,Individual,Automatic,Third Owner
HYUNDAI Santa FE,2016,4188072,126465 km,Diesel,Dealer,Automatic,Third Owner
HYUNDAI Santa FE,2014,2291856,51106 km,Diesel,Dealer,Automatic,Third Owner
HYUNDAI Elantra,2016,1942836,87973 km,Petrol,Dealer,Automatic,First Owner
PEUGEOT 206,2009,395136,130000 km,Petrol,Individual,Manual,Second Owner
HYUNDAI Sonata,2016,1106448,503679 km,LPG,Individual,Automatic,Second Owner
TOYOTA Prius,2014,15792,187334 km,Hybrid,Dealer,Automatic,Second Owner
AUDI A4 premium plius,2011,1606920,181155 km,Petrol,Individual,Tiptronic,First Owner
MERCEDES-BENZ C 300,2012,2423568,70000 km,Petrol,Dealer,Tiptronic,Second Owner
TOYOTA Land Cruiser Prado,2014,6980988,120000 km,Diesel,Individual,Automatic,Fourth & Above Owner
HYUNDAI Santa FE,2015,3183348,148387 km,Diesel,Dealer,Automatic,Second Owner
MINI Cooper,2006,843024,1200 km,Petrol,Dealer,Tiptronic,Second Owner
